Date Time,,Z(1) S. T,Z(2) B. E, Z(3) B. RH, Z(4) B.CO2
11/23/18 21:31,,340.43,,,1271
11/23/18 21:31,,340.29,,,1271
11/23/18 21:31,,340.36,,,1265
11/23/18 21:31,,340.3,,,1265
11/23/18 21:31,,340.27,,,1263
11/23/18 21:31,,340.19,,,1263
11/23/18 21:31,,340.14,,,1260
11/23/18 21:31,,340.07,,,1260
11/23/18 21:31,,340.01,,,1257
11/23/18 21:31,,339.97,,,1253
11/23/18 21:31,,339.94,,,1253
11/23/18 21:31,,339.97,,,1249
11/23/18 21:31,,339.98,,,1249
11/23/18 21:31,,339.95,,,1242
11/23/18 21:31,,340,,,1242
11/23/18 21:31,,339.95,,,1236
11/23/18 21:31,,339.9,,,1236
11/23/18 21:31,,339.87,,,1230
11/23/18 21:31,,339.82,,,1230
11/23/18 21:31,,339.76,,,1225
11/23/18 21:31,,339.71,,,1225
11/23/18 21:31,,339.6,,,1218
11/23/18 21:30,,339.47,,,1218
11/23/18 21:30,,339.49,,,1212
11/23/18 21:30,,339.33,,,1212
11/23/18 21:30,,339.3,,,1209
11/23/18 21:30,,339.26,,,1209
11/23/18 21:30,,339.14,,,1207
11/23/18 21:30,,339.1,,,1207
11/23/18 21:30,,339,,,1207
11/23/18 21:30,,338.96,,,1204
11/23/18 21:30,,338.86,,,1204
11/23/18 21:30,,338.84,,,1202
11/23/18 21:30,,338.78,,,1202
11/23/18 21:30,,338.79,,,1199
11/23/18 21:30,,338.76,,,1199
11/23/18 21:30,,338.75,,,1195
11/23/18 21:30,,338.66,,,1190
11/23/18 21:30,,338.62,,,1190
11/23/18 21:30,,338.57,,,1185
11/23/18 21:30,,338.56,,,1185
11/23/18 21:30,,338.49,,,1178
11/23/18 21:30,,338.43,,,1178
11/23/18 21:30,,338.29,,,1170
11/23/18 21:30,,338.24,,,1170
11/23/18 21:30,,338.2,,,1161
11/23/18 21:30,,338.13,,,1161
11/23/18 21:30,,338.11,,,1155
11/23/18 21:30,,338.08,,,1155
11/23/18 21:30,,337.98,,,1150
11/23/18 21:30,,337.98,,,1150
11/23/18 21:30,,337.96,,,1146
11/23/18 21:30,,337.91,,,1146
11/23/18 21:30,,337.97,,,1142
11/23/18 21:30,,337.88,,,1142
11/23/18 21:30,,337.87,,,1138
11/23/18 21:30,,337.83,,,1138
11/23/18 21:30,,337.87,,,1133
11/23/18 21:30,,337.81,,,1133
11/23/18 21:30,,337.79,,,1127
11/23/18 21:30,,337.77,,,1127
11/23/18 21:30,,337.74,,,1121
11/23/18 21:30,,337.66,,,1115
11/23/18 21:30,,337.59,,,1115
11/23/18 21:30,,337.56,,,1109
11/23/18 21:30,,337.49,,,1109
11/23/18 21:30,,337.46,,,1105
11/23/18 21:30,,337.37,,,1105
11/23/18 21:30,,337.31,,,1103
11/23/18 21:30,,337.26,,,1103
11/23/18 21:30,,337.2,,,1103
11/23/18 21:30,,337.16,,,1103
11/23/18 21:30,,337.15,,,1103
11/23/18 21:30,,337.14,,,1103
11/23/18 21:30,,337.09,,,1104
11/23/18 21:30,,337.09,,,1104
11/23/18 21:30,,337.01,,,1105
11/23/18 21:30,,336.96,,,1105
11/23/18 21:30,,336.96,,,1106
11/23/18 21:30,,336.9,,,1106
11/23/18 21:30,,336.93,,,1106
11/23/18 21:30,,336.95,,,1107
11/23/18 21:29,,336.86,,,1107
11/23/18 21:29,,336.84,,,1110
11/23/18 21:29,,336.77,,,1110
11/23/18 21:29,,336.8,,,1113
11/23/18 21:29,,336.74,,,1113
11/23/18 21:29,,336.71,,,1115
11/23/18 21:29,,336.75,,,1115
11/23/18 21:29,,336.65,,,1117
11/23/18 21:29,,336.62,,,1118
11/23/18 21:29,,336.59,,,1118
11/23/18 21:29,,336.54,,,1119
11/23/18 21:29,,336.51,,,1119
11/23/18 21:29,,336.43,,,1121
11/23/18 21:29,,336.41,,,1121
11/23/18 21:29,,336.32,,,1124
11/23/18 21:29,,336.26,,,1124
11/23/18 21:29,,336.14,,,1128
11/23/18 21:29,,336.19,,,1128
11/23/18 21:29,,336.2,,,1135
11/23/18 21:29,,336.07,,,1135
11/23/18 21:29,,335.99,,,1145
11/23/18 21:29,,335.99,,,1145
11/23/18 21:29,,335.95,,,1158
11/23/18 21:29,,335.84,,,1158
11/23/18 21:29,,335.82,,,1173
11/23/18 21:29,,335.72,,,1173
11/23/18 21:29,,335.66,,,1189
11/23/18 21:29,,335.65,,,1189
11/23/18 21:29,,335.54,,,1205
11/23/18 21:29,,335.48,,,1205
11/23/18 21:29,,335.48,,,1218
11/23/18 21:29,,335.4,,,1218
11/23/18 21:29,,335.34,,,1227
11/23/18 21:29,,335.28,,,1227
11/23/18 21:29,,335.27,,,1235
11/23/18 21:29,,335.23,,,1241
11/23/18 21:29,,335.18,,,1241
11/23/18 21:29,,335.02,,,1247
11/23/18 21:29,,335.08,,,1247
11/23/18 21:29,,335.04,,,1247
11/23/18 21:29,,335,,,1247
11/23/18 21:29,,334.98,,,1247
11/23/18 21:29,,334.89,,,1247
11/23/18 21:29,,334.93,,,1245
11/23/18 21:29,,334.87,,,1245
11/23/18 21:29,,334.88,,,1243
11/23/18 21:29,,334.83,,,1243
11/23/18 21:29,,334.83,,,1240
11/23/18 21:29,,334.75,,,1240
11/23/18 21:29,,334.77,,,1236
11/23/18 21:29,,334.72,,,1236
11/23/18 21:29,,334.75,,,1236
11/23/18 21:29,,334.66,,,1231
11/23/18 21:29,,334.65,,,1225
11/23/18 21:29,,334.59,,,1225
11/23/18 21:29,,334.6,,,1225
11/23/18 21:29,,334.51,,,1219
11/23/18 21:29,,334.44,,,1219
11/23/18 21:29,,334.4,,,1210
11/23/18 21:29,,334.4,,,1210
11/23/18 21:28,,334.28,,,1198
11/23/18 21:28,,334.19,,,1180
11/23/18 21:28,,334.24,,,1180
11/23/18 21:28,,334.19,,,1159
11/23/18 21:28,,334.14,,,1159
11/23/18 21:28,,334.12,,,1131
11/23/18 21:28,,334,,,1131
11/23/18 21:28,,333.99,,,1115
11/23/18 21:28,,333.89,,,1115
11/23/18 21:28,,333.83,,,1108
11/23/18 21:28,,333.78,,,1108
11/23/18 21:28,,333.76,,,1105
11/23/18 21:28,,333.73,,,1105
11/23/18 21:28,,333.59,,,1103
11/23/18 21:28,,333.58,,,1103
11/23/18 21:28,,333.56,,,1100
11/23/18 21:28,,333.56,,,1100
11/23/18 21:28,,333.5,,,1098
11/23/18 21:28,,333.47,,,1098
11/23/18 21:28,,333.45,,,1097
11/23/18 21:28,,333.38,,,1097
11/23/18 21:28,,333.38,,,1094
11/23/18 21:28,,333.25,,,1094
11/23/18 21:28,,333.22,,,1091
11/23/18 21:28,,333.1,,,1091
11/23/18 21:28,,333.14,,,1087
11/23/18 21:28,,333.13,,,1082
11/23/18 21:28,,333.05,,,1082
11/23/18 21:28,,333.04,,,1076
11/23/18 21:28,,332.97,,,1076
11/23/18 21:28,,332.87,,,1068
11/23/18 21:28,,332.83,,,1068
11/23/18 21:28,,332.73,,,1068
11/23/18 21:28,,332.71,,,1059
11/23/18 21:28,,332.64,,,1059
11/23/18 21:28,,332.58,,,1051
11/23/18 21:28,,332.56,,,1051
11/23/18 21:28,,332.5,,,1041
11/23/18 21:28,,332.43,,,1028
11/23/18 21:28,,332.35,,,1028
11/23/18 21:28,,332.32,,,1028
11/23/18 21:28,,332.27,,,1013
11/23/18 21:28,,332.22,,,1013
11/23/18 21:28,,332.13,,,994
11/23/18 21:28,,332.04,,,994
11/23/18 21:28,,332.01,,,972
11/23/18 21:28,,331.99,,,972
11/23/18 21:28,,331.9,,,947
11/23/18 21:28,,331.82,,,947
11/23/18 21:28,,331.72,,,920
11/23/18 21:28,,331.72,,,920
11/23/18 21:28,,331.71,,,898
11/23/18 21:28,,331.52,,,898
11/23/18 21:28,,331.62,,,873
11/23/18 21:28,,331.58,,,873
11/23/18 21:28,,331.55,,,859
11/23/18 21:28,,331.43,,,849
11/23/18 21:28,,331.48,,,849
11/23/18 21:28,,331.42,,,844
11/23/18 21:27,,331.34,,,844
11/23/18 21:27,,331.36,,,839
11/23/18 21:27,,331.27,,,839
11/23/18 21:27,,331.19,,,833
11/23/18 21:27,,331.13,,,833
11/23/18 21:27,,331.06,,,828
11/23/18 21:27,,330.92,,,828
11/23/18 21:27,,330.65,,,826
11/23/18 21:27,,330.64,,,826
11/23/18 21:27,,330.6,,,826
11/23/18 21:27,,330.54,,,826
11/23/18 21:27,,330.49,,,826
11/23/18 21:27,,330.38,,,826
11/23/18 21:27,,330.34,,,827
11/23/18 21:27,,330.26,,,827
11/23/18 21:27,,330.17,,,828
11/23/18 21:27,,330.03,,,828
11/23/18 21:27,,329.94,,,829
11/23/18 21:27,,329.88,,,829
11/23/18 21:27,,329.77,,,831
11/23/18 21:27,,329.68,,,831
11/23/18 21:27,,329.62,,,832
11/23/18 21:27,,329.55,,,833
11/23/18 21:27,,329.48,,,833
11/23/18 21:27,,329.38,,,835
11/23/18 21:27,,329.34,,,835
11/23/18 21:27,,329.31,,,837
11/23/18 21:27,,329.25,,,837
11/23/18 21:27,,329.18,,,839
11/23/18 21:27,,329.06,,,839
11/23/18 21:27,,329.01,,,839
11/23/18 21:27,,328.95,,,842
11/23/18 21:27,,328.85,,,844
11/23/18 21:27,,328.79,,,844
11/23/18 21:27,,328.72,,,845
11/23/18 21:27,,328.66,,,845
11/23/18 21:27,,328.61,,,845
11/23/18 21:27,,328.42,,,846
11/23/18 21:27,,328.39,,,846
11/23/18 21:27,,328.29,,,847
11/23/18 21:27,,328.21,,,847
11/23/18 21:27,,328.1,,,848
11/23/18 21:27,,327.99,,,848
11/23/18 21:27,,327.78,,,848
11/23/18 21:27,,327.7,,,848
11/23/18 21:27,,327.59,,,848
11/23/18 21:27,,327.46,,,848
11/23/18 21:27,,327.3,,,848
11/23/18 21:27,,327.26,,,847
11/23/18 21:27,,327.07,,,847
11/23/18 21:27,,327.06,,,847
11/23/18 21:27,,326.91,,,847
11/23/18 21:27,,326.8,,,846
11/23/18 21:27,,326.61,,,846
11/23/18 21:27,,326.55,,,846
11/23/18 21:27,,326.39,,,846
11/23/18 21:27,,326.21,,,845
11/23/18 21:27,,326,,,845
11/23/18 21:27,,325.88,,,844
11/23/18 21:27,,325.7,,,844
11/23/18 21:26,,325.56,,,843
11/23/18 21:26,,325.48,,,843
11/23/18 21:26,,325.26,,,843
11/23/18 21:26,,325.05,,,842
11/23/18 21:26,,324.85,,,841
11/23/18 21:26,,324.64,,,841
11/23/18 21:26,,324.54,,,840
11/23/18 21:26,,324.36,,,840
11/23/18 21:26,,324.14,,,840
11/23/18 21:26,,323.98,,,839
11/23/18 21:26,,323.83,,,838
11/23/18 21:26,,323.6,,,838
11/23/18 21:26,,323.45,,,837
11/23/18 21:26,,323.24,,,837
11/23/18 21:26,,322.99,,,837
11/23/18 21:26,,322.79,,,836
11/23/18 21:26,,322.54,,,836
11/23/18 21:26,,322.28,,,836
11/23/18 21:26,,322.07,,,836
11/23/18 21:26,,321.87,,,835
11/23/18 21:26,,321.65,,,835
11/23/18 21:26,,321.42,,,835
11/23/18 21:26,,321.17,,,835
11/23/18 21:26,,320.9,,,834
11/23/18 21:26,,320.61,,,834
11/23/18 21:26,,320.36,,,834
11/23/18 21:26,,320.07,,,834
11/23/18 21:26,,319.78,,,833
11/23/18 21:26,,319.48,,,833
11/23/18 21:26,,319.17,,,833
11/23/18 21:26,,318.88,,,833
11/23/18 21:26,,318.53,,,833
11/23/18 21:26,,318.13,,,833
11/23/18 21:26,,317.91,,,833
11/23/18 21:26,,317.52,,,833
11/23/18 21:26,,317.21,,,833
11/23/18 21:26,,316.84,,,832
11/23/18 21:26,,316.5,,,832
11/23/18 21:26,,316.15,,,832
11/23/18 21:26,,315.82,,,832
11/23/18 21:26,,315.51,,,832
11/23/18 21:26,,315.17,,,832
11/23/18 21:26,,314.76,,,832
11/23/18 21:26,,314.52,,,832
11/23/18 21:26,,314.37,,,832
11/23/18 21:26,,314.44,,,832
11/23/18 21:26,,315.49,,,832
11/23/18 21:26,,317.29,,,832
11/23/18 21:26,,318.65,,,832
11/23/18 21:26,,318.65,,,832
11/23/18 21:26,,318.56,,,832
11/23/18 21:26,,318.79,,,832
11/23/18 21:26,,319.79,,,832
11/23/18 21:26,,322.44,,,831
11/23/18 21:26,,325.17,,,831
11/23/18 21:26,,325.73,,,830
11/23/18 21:26,,325.88,,,830
11/23/18 21:26,,326.27,,,827
11/23/18 21:26,,326.97,,,827
11/23/18 21:26,,328.88,,,823
11/23/18 21:25,,332.27,,,823
11/23/18 21:25,,333.75,,,820
11/23/18 21:25,,333.67,,,820
11/23/18 21:25,,333.55,,,815
11/23/18 21:25,,333.53,,,815
11/23/18 21:25,,333.49,,,811
11/23/18 21:25,,333.48,,,811
11/23/18 21:25,,333.42,,,807
11/23/18 21:25,,333.34,,,802
11/23/18 21:25,,333.3,,,802
11/23/18 21:25,,333.25,,,797
11/23/18 21:25,,333.27,,,797
11/23/18 21:25,,333.27,,,793
11/23/18 21:25,,333.27,,,793
11/23/18 21:25,,333.22,,,793
11/23/18 21:25,,333.24,,,790
11/23/18 21:25,,333.14,,,788
11/23/18 21:25,,333.1,,,788
11/23/18 21:25,,333.07,,,786
11/23/18 21:25,,333.06,,,786
11/23/18 21:25,,333.03,,,786
11/23/18 21:25,,333,,,783
11/23/18 21:25,,333.1,,,783
11/23/18 21:25,,332.92,,,780
11/23/18 21:25,,332.96,,,780
11/23/18 21:25,,332.96,,,778
11/23/18 21:25,,332.93,,,778
11/23/18 21:25,,332.81,,,776
11/23/18 21:25,,332.78,,,776
11/23/18 21:25,,332.77,,,775
11/23/18 21:25,,332.75,,,775
11/23/18 21:25,,332.74,,,774
11/23/18 21:25,,332.68,,,774
11/23/18 21:25,,332.63,,,773
11/23/18 21:25,,332.65,,,771
11/23/18 21:25,,332.7,,,771
11/23/18 21:25,,332.66,,,770
11/23/18 21:25,,332.65,,,770
11/23/18 21:25,,332.54,,,769
11/23/18 21:25,,332.56,,,769
11/23/18 21:25,,332.52,,,767
11/23/18 21:25,,332.52,,,767
11/23/18 21:25,,332.46,,,767
11/23/18 21:25,,332.41,,,765
11/23/18 21:25,,332.36,,,764
11/23/18 21:25,,332.36,,,764
11/23/18 21:25,,332.33,,,763
11/23/18 21:25,,332.28,,,763
11/23/18 21:25,,332.25,,,762
11/23/18 21:25,,332.2,,,762
11/23/18 21:25,,332.25,,,762
11/23/18 21:25,,332.2,,,762
11/23/18 21:25,,332.19,,,762
11/23/18 21:25,,332.17,,,762
11/23/18 21:25,,332.1,,,761
11/23/18 21:25,,332.07,,,761
11/23/18 21:25,,332.08,,,761
11/23/18 21:25,,332.03,,,761
11/23/18 21:25,,332.06,,,761
11/23/18 21:25,,331.97,,,761
11/23/18 21:24,,331.94,,,761
11/23/18 21:24,,331.95,,,761
11/23/18 21:24,,331.89,,,761
11/23/18 21:24,,331.91,,,761
11/23/18 21:24,,331.9,,,761
11/23/18 21:24,,331.88,,,759
11/23/18 21:24,,331.84,,,759
11/23/18 21:24,,331.92,,,757
11/23/18 21:24,,331.87,,,757
11/23/18 21:24,,331.91,,,757
11/23/18 21:24,,331.86,,,754
11/23/18 21:24,,331.85,,,754
11/23/18 21:24,,331.85,,,751
11/23/18 21:24,,331.9,,,751
11/23/18 21:24,,331.87,,,747
11/23/18 21:24,,331.9,,,747
11/23/18 21:24,,331.85,,,743
11/23/18 21:24,,331.85,,,743
11/23/18 21:24,,331.79,,,739
11/23/18 21:24,,331.72,,,739
11/23/18 21:24,,331.76,,,736
11/23/18 21:24,,331.82,,,736
11/23/18 21:24,,331.77,,,731
11/23/18 21:24,,331.73,,,731
11/23/18 21:24,,331.67,,,727
11/23/18 21:24,,331.61,,,727
11/23/18 21:24,,331.65,,,727
11/23/18 21:24,,331.57,,,716
11/23/18 21:24,,331.55,,,716
11/23/18 21:24,,331.49,,,710
11/23/18 21:24,,331.39,,,710
11/23/18 21:24,,331.39,,,707
11/23/18 21:24,,331.38,,,707
11/23/18 21:24,,331.36,,,707
11/23/18 21:24,,331.33,,,707
11/23/18 21:24,,331.29,,,707
11/23/18 21:24,,331.31,,,707
11/23/18 21:24,,331.2,,,707
11/23/18 21:24,,331.26,,,707
11/23/18 21:24,,331.27,,,707
11/23/18 21:24,,331.16,,,707
11/23/18 21:24,,331.18,,,707
11/23/18 21:24,,331.05,,,707
11/23/18 21:24,,330.99,,,707
11/23/18 21:24,,330.99,,,707
11/23/18 21:24,,330.9,,,707
11/23/18 21:24,,330.9,,,707
11/23/18 21:24,,330.91,,,707
11/23/18 21:24,,330.85,,,707
11/23/18 21:24,,330.79,,,708
11/23/18 21:24,,330.81,,,708
11/23/18 21:24,,330.8,,,708
11/23/18 21:24,,330.78,,,709
11/23/18 21:24,,330.67,,,709
11/23/18 21:24,,330.66,,,709
11/23/18 21:24,,330.56,,,709
11/23/18 21:24,,330.47,,,710
11/23/18 21:24,,330.45,,,710
11/23/18 21:24,,330.45,,,710
11/23/18 21:24,,330.36,,,710
11/23/18 21:23,,330.29,,,710
11/23/18 21:23,,330.21,,,710
11/23/18 21:23,,330.16,,,710
11/23/18 21:23,,330.13,,,710
11/23/18 21:23,,330.04,,,710
11/23/18 21:23,,329.95,,,710
11/23/18 21:23,,329.87,,,710
11/23/18 21:23,,329.93,,,710
11/23/18 21:23,,329.88,,,710
11/23/18 21:23,,329.84,,,710
11/23/18 21:23,,329.73,,,710
11/23/18 21:23,,329.72,,,710
11/23/18 21:23,,329.63,,,710
11/23/18 21:23,,329.64,,,710
11/23/18 21:23,,329.64,,,710
11/23/18 21:23,,329.64,,,710
11/23/18 21:23,,329.6,,,710
11/23/18 21:23,,329.53,,,710
11/23/18 21:23,,329.53,,,710
11/23/18 21:23,,329.48,,,710
11/23/18 21:23,,329.41,,,710
11/23/18 21:23,,329.41,,,710
11/23/18 21:23,,329.31,,,711
11/23/18 21:23,,329.31,,,711
11/23/18 21:23,,329.3,,,711
11/23/18 21:23,,329.2,,,711
11/23/18 21:23,,329.17,,,711
11/23/18 21:23,,329.19,,,711
11/23/18 21:23,,329.1,,,711
11/23/18 21:23,,329.11,,,711
11/23/18 21:23,,329.15,,,711
11/23/18 21:23,,329.02,,,711
11/23/18 21:23,,329.03,,,711
11/23/18 21:23,,328.94,,,711
11/23/18 21:23,,328.98,,,711
11/23/18 21:23,,328.91,,,711
11/23/18 21:23,,328.93,,,711
11/23/18 21:23,,328.82,,,711
11/23/18 21:23,,328.81,,,711
11/23/18 21:23,,328.73,,,711
11/23/18 21:23,,328.73,,,711
11/23/18 21:23,,328.73,,,711
11/23/18 21:23,,328.62,,,711
11/23/18 21:23,,328.57,,,711
11/23/18 21:23,,328.53,,,711
11/23/18 21:23,,328.48,,,711
11/23/18 21:23,,328.33,,,710
11/23/18 21:23,,328.29,,,709
11/23/18 21:23,,328.21,,,709
11/23/18 21:23,,328.18,,,708
11/23/18 21:23,,328.15,,,708
11/23/18 21:23,,327.98,,,707
11/23/18 21:23,,328.03,,,707
11/23/18 21:23,,327.95,,,707
11/23/18 21:23,,327.9,,,706
11/23/18 21:23,,327.8,,,706
11/23/18 21:23,,327.77,,,703
11/23/18 21:23,,327.7,,,703
11/23/18 21:23,,327.59,,,700
11/23/18 21:23,,327.48,,,700
11/23/18 21:22,,327.49,,,697
11/23/18 21:22,,327.29,,,697
11/23/18 21:22,,327.23,,,693
11/23/18 21:22,,327.1,,,693
11/23/18 21:22,,327.04,,,689
11/23/18 21:22,,327.02,,,689
11/23/18 21:22,,326.91,,,686
11/23/18 21:22,,326.84,,,686
11/23/18 21:22,,326.84,,,681
11/23/18 21:22,,326.84,,,681
11/23/18 21:22,,326.54,,,675
11/23/18 21:22,,326.42,,,675
11/23/18 21:22,,326.36,,,668
11/23/18 21:22,,326.19,,,668
11/23/18 21:22,,326.12,,,659
11/23/18 21:22,,326.03,,,646
11/23/18 21:22,,325.93,,,646
11/23/18 21:22,,325.83,,,628
11/23/18 21:22,,325.69,,,628
11/23/18 21:22,,325.57,,,617
11/23/18 21:22,,325.51,,,617
11/23/18 21:22,,325.33,,,611
11/23/18 21:22,,325.33,,,611
11/23/18 21:22,,325.23,,,610
11/23/18 21:22,,325.15,,,610
11/23/18 21:22,,324.94,,,609
11/23/18 21:22,,324.8,,,609
11/23/18 21:22,,324.72,,,607
11/23/18 21:22,,324.58,,,607
11/23/18 21:22,,324.55,,,606
11/23/18 21:22,,324.44,,,606
11/23/18 21:22,,324.17,,,603
11/23/18 21:22,,324.03,,,603
11/23/18 21:22,,323.9,,,602
11/23/18 21:22,,323.71,,,602
11/23/18 21:22,,323.57,,,601
11/23/18 21:22,,323.46,,,601
11/23/18 21:22,,323.26,,,601
11/23/18 21:22,,323.09,,,601
11/23/18 21:22,,322.92,,,601
11/23/18 21:22,,322.74,,,601
11/23/18 21:22,,322.67,,,600
11/23/18 21:22,,322.54,,,599
11/23/18 21:22,,322.37,,,599
11/23/18 21:22,,322.25,,,599
11/23/18 21:22,,322.14,,,598
11/23/18 21:22,,322.01,,,598
11/23/18 21:22,,321.87,,,597
11/23/18 21:22,,321.7,,,597
11/23/18 21:22,,321.46,,,596
11/23/18 21:22,,321.29,,,596
11/23/18 21:22,,321.16,,,595
11/23/18 21:22,,321.03,,,595
11/23/18 21:22,,320.82,,,593
11/23/18 21:22,,320.71,,,593
11/23/18 21:22,,320.52,,,592
11/23/18 21:22,,320.33,,,592
11/23/18 21:22,,320.19,,,591
11/23/18 21:22,,320.01,,,591
11/23/18 21:22,,319.81,,,589
11/23/18 21:21,,319.55,,,589
11/23/18 21:21,,319.32,,,588
11/23/18 21:21,,319.01,,,588
11/23/18 21:21,,318.79,,,586
11/23/18 21:21,,318.6,,,586
11/23/18 21:21,,318.61,,,585
11/23/18 21:21,,318.73,,,585
11/23/18 21:21,,319.09,,,584
11/23/18 21:21,,319.68,,,584
11/23/18 21:21,,320.36,,,584
11/23/18 21:21,,320.98,,,583
11/23/18 21:21,,320.76,,,583
11/23/18 21:21,,320.63,,,582
11/23/18 21:21,,320.55,,,582
11/23/18 21:21,,320.45,,,581
11/23/18 21:21,,320.45,,,581
11/23/18 21:21,,320.24,,,580
11/23/18 21:21,,320.09,,,580
11/23/18 21:21,,319.97,,,579
11/23/18 21:21,,319.84,,,579
11/23/18 21:21,,319.63,,,578
11/23/18 21:21,,319.3,,,578
11/23/18 21:21,,319.17,,,578
11/23/18 21:21,,319.02,,,578
11/23/18 21:21,,318.78,,,577
11/23/18 21:21,,318.62,,,577
11/23/18 21:21,,318.46,,,577
11/23/18 21:21,,318.3,,,577
11/23/18 21:21,,318.16,,,576
11/23/18 21:21,,318.01,,,576
11/23/18 21:21,,317.86,,,575
11/23/18 21:21,,317.73,,,575
11/23/18 21:21,,317.55,,,574
11/23/18 21:21,,317.35,,,574
11/23/18 21:21,,317.17,,,574
11/23/18 21:21,,316.94,,,573
11/23/18 21:21,,316.74,,,572
11/23/18 21:21,,316.5,,,572
11/23/18 21:21,,316.3,,,571
11/23/18 21:21,,316.09,,,571
11/23/18 21:21,,315.81,,,570
11/23/18 21:21,,315.64,,,570
11/23/18 21:21,,315.4,,,570
11/23/18 21:21,,315.2,,,570
11/23/18 21:21,,314.93,,,570
11/23/18 21:21,,314.7,,,570
11/23/18 21:21,,314.49,,,569
11/23/18 21:21,,314.29,,,569
11/23/18 21:21,,314.01,,,568
11/23/18 21:21,,313.83,,,568
11/23/18 21:21,,313.6,,,567
11/23/18 21:21,,313.32,,,567
11/23/18 21:21,,313.1,,,567
11/23/18 21:21,,312.91,,,567
11/23/18 21:21,,312.67,,,566
11/23/18 21:21,,312.44,,,566
11/23/18 21:21,,312.2,,,566
11/23/18 21:21,,311.96,,,566
11/23/18 21:21,,311.83,,,566
11/23/18 21:21,,311.51,,,566
11/23/18 21:20,,311.28,,,566
11/23/18 21:20,,311.08,,,566
11/23/18 21:20,,310.8,,,566
11/23/18 21:20,,310.56,,,566
11/23/18 21:20,,310.35,,,566
11/23/18 21:20,,310.12,,,566
11/23/18 21:20,,310.12,,,566
11/23/18 21:20,,309.98,,,566
11/23/18 21:20,,309.81,,,566
11/23/18 21:20,,309.53,,,566
11/23/18 21:20,,309.41,,,566
11/23/18 21:20,,309.29,,,566
11/23/18 21:20,,309.23,,,566
11/23/18 21:20,,309.14,,,567
11/23/18 21:20,,309.14,,,567
11/23/18 21:20,,309.09,,,567
11/23/18 21:20,,309.08,,,567
11/23/18 21:20,,309.18,,,568
11/23/18 21:20,,309.33,,,568
11/23/18 21:20,,309.74,,,568
11/23/18 21:20,,310.39,,,568
11/23/18 21:20,,311.25,,,569
11/23/18 21:20,,312.45,,,569
11/23/18 21:20,,314.3,,,570
11/23/18 21:20,,317.73,,,570
11/23/18 21:20,,323.79,,,571
11/23/18 21:20,,330.73,,,571
11/23/18 21:20,,334.8,,,572
11/23/18 21:20,,335.43,,,572
11/23/18 21:20,,335.39,,,573
11/23/18 21:20,,335.33,,,573
11/23/18 21:20,,335.3,,,574
11/23/18 21:20,,335.3,,,574
11/23/18 21:20,,335.25,,,575
11/23/18 21:20,,335.16,,,575
11/23/18 21:20,,335.14,,,576
11/23/18 21:20,,335.07,,,576
11/23/18 21:20,,335.14,,,577
11/23/18 21:20,,335.14,,,577
11/23/18 21:20,,335.06,,,577
11/23/18 21:20,,334.96,,,577
11/23/18 21:20,,334.91,,,578
11/23/18 21:20,,334.92,,,578
11/23/18 21:20,,334.87,,,579
11/23/18 21:20,,334.78,,,579
11/23/18 21:20,,334.76,,,579
11/23/18 21:20,,334.81,,,579
11/23/18 21:20,,334.73,,,579
11/23/18 21:20,,334.76,,,579
11/23/18 21:20,,334.65,,,580
11/23/18 21:20,,334.58,,,580
11/23/18 21:20,,334.65,,,580
11/23/18 21:20,,334.53,,,580
11/23/18 21:20,,334.44,,,581
11/23/18 21:20,,334.43,,,582
11/23/18 21:20,,334.4,,,582
11/23/18 21:20,,334.41,,,584
11/23/18 21:20,,334.34,,,584
11/23/18 21:20,,334.33,,,586
11/23/18 21:20,,334.31,,,586
11/23/18 21:19,,334.29,,,588
11/23/18 21:19,,334.31,,,588
11/23/18 21:19,,334.33,,,591
11/23/18 21:19,,334.24,,,591
11/23/18 21:19,,334.21,,,594
11/23/18 21:19,,334.18,,,594
11/23/18 21:19,,334.08,,,596
11/23/18 21:19,,334,,,596
11/23/18 21:19,,333.97,,,598
11/23/18 21:19,,333.83,,,598
11/23/18 21:19,,333.84,,,599
11/23/18 21:19,,333.85,,,599
11/23/18 21:19,,333.75,,,600
11/23/18 21:19,,333.67,,,600
11/23/18 21:19,,333.67,,,600
11/23/18 21:19,,333.61,,,601
11/23/18 21:19,,333.47,,,601
11/23/18 21:19,,333.45,,,603
11/23/18 21:19,,333.33,,,603
11/23/18 21:19,,333.32,,,604
11/23/18 21:19,,333.28,,,604
11/23/18 21:19,,333.18,,,606
11/23/18 21:19,,333.11,,,608
11/23/18 21:19,,333.04,,,608
11/23/18 21:19,,333,,,609
11/23/18 21:19,,332.94,,,609
11/23/18 21:19,,332.84,,,610
11/23/18 21:19,,332.82,,,610
11/23/18 21:19,,332.81,,,612
11/23/18 21:19,,332.7,,,612
11/23/18 21:19,,332.68,,,613
11/23/18 21:19,,332.56,,,613
11/23/18 21:19,,332.52,,,613
11/23/18 21:19,,332.4,,,613
11/23/18 21:19,,332.38,,,613
11/23/18 21:19,,332.35,,,613
11/23/18 21:19,,332.26,,,613
11/23/18 21:19,,332.16,,,614
11/23/18 21:19,,332.11,,,614
11/23/18 21:19,,332.07,,,614
11/23/18 21:19,,332.01,,,615
11/23/18 21:19,,331.94,,,615
11/23/18 21:19,,331.88,,,616
11/23/18 21:19,,331.87,,,616
